New Name,,surv,surv_2020,surv_2019,surv_2018,surv_2017
"Why have you considered leaving the School of Business? - Other, please specify:",,"Why have you considered leaving the School of Business? (select all that apply) - Selected Choice - Other, please specify:",Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Other,Please check all the reasons that you have considered leaving the School of Business. - Selected Choice - Other,,
"Why have you considered leaving the School of Business? - Other, please specify: - Text",,"Why have you considered leaving the School of Business? (select all that apply) - Other, please specify: - Text",Please check all the reasons that you have considered leaving the School of Business. - Other - Text,Please check all the reasons that you have considered leaving the School of Business. - Other - Text,,
"Have you
experienced an act of bias/discrimination within a School of Business class?",,"Have you
experienced an act of bias/discrimination within a School of Business class?",Have you experienced an act of bias/discrimination within a School of Business class?,,,
You indicated you experienced an act of bias/discrimination within a School of Business class. Who committed the act of bias/discrimination?,,You indicated you experienced an act of bias/discrimination within a School of Business class. Who committed the act of bias/discrimination? - Selected Choice,Who has committed the act of bias/discrimination within a School of Business class? (Check all that apply),,,
"You indicated you experienced an act of bias/discrimination within a School of Business class. Who committed the act of bias/discrimination? - Other, please specify: - Text",,"You indicated you experienced an act of bias/discrimination within a School of Business class. Who committed the act of bias/discrimination? - Other, please specify: - Text",,,,
"Have you
experienced an act of bias/discrimination outside a class, but within Grainger Hall?",,"Have you
experienced an act of bias/discrimination outside a class, but within Grainger Hall?","Have you experienced an act of bias/discrimination outside of class, but in Grainger Hall?",,,
You indicated you experienced an act of bias/discrimination within Grainger Hall. Who committed the act of bias/discrimination?,,You indicated you experienced an act of bias/discrimination within Grainger Hall. Who committed the act of bias/discrimination? - Selected Choice,"Who has committed the act of bias/discrimination outside of class, but in Grainger Hall? (Check all that apply)",,,
"You indicated you experienced an act of bias/discrimination within Grainger Hall. Who committed the act of bias/discrimination? - Other, please specify: - Text",,"You indicated you experienced an act of bias/discrimination within Grainger Hall. Who committed the act of bias/discrimination? - Other, please specify: - Text",,,,
"Have you
experienced an act of bias/discrimination committed by a member of the WSB
community outside of Grainger Hall?",,"Have you
experienced an act of bias/discrimination committed by a member of the WSB
community outside of Grainger Hall?",Have you experienced an act of bias/discrimination committed by a member of the WSB community outside of Grainger Hall?,,,
You indicated you experienced an act of bias/discrimination outside Grainger Hall. Who committed the act of bias/discrimination?,,You indicated you experienced an act of bias/discrimination outside Grainger Hall. Who committed the act of bias/discrimination? - Selected Choice,"Who has committed the act of bias/discrimination outside of class, but in Grainger Hall? (Check all that apply)",,,
"You indicated you experienced an act of bias/discrimination outside Grainger Hall. Who committed the act of bias/discrimination? - Other, please specify: - Text",,"You indicated you experienced an act of bias/discrimination outside Grainger Hall. Who committed the act of bias/discrimination? - Other, please specify: - Text",,,,
"You indicated you experienced an act of bias/discrimination. If you haven’t done so already, we strongly encourage you to report all bias incidents to the Dean of Students Office using this form. 



Would you like a staff member from the WSB Undergraduate Program office to follow-up with you regarding this/these incident(s)?",,"You indicated you experienced an act of bias/discrimination. If you haven’t done so already, we strongly encourage you to report all bias incidents to the Dean of Students Office using this form. 



Would you like a staff member from the WSB Undergraduate Program office to follow-up with you regarding this/these incident(s)?","If you haven't done so already, we strong encourage you to report all bias incidents to the Dean of Students Office using  this form.

Would you like a staff member from the WSB Undergraduate Program to follow up with you regarding this/these incident(s)?",,,
How likely are you to recommend this program to a friend interested in an undergraduate business degree?,,How likely are you to recommend this program to a friend interested in an undergraduate business degree?,,,,
"How would you rate the opportunities given to you in the BBA program to nurture and improve your soft skills in business (e.g., verbal and written communication skills, adaptability, delegation, time management, etc.)?",,"How would you rate the opportunities given to you in the BBA program to nurture and improve your soft skills in business (e.g., verbal and written communication skills, adaptability, delegation, time management, etc.)?",,,,
How well did the extra-curricular opportunities offered to you in the BBA program improve your skills in business (extra-curricular opportunities are those activities that are not a part of the curriculum)?,,"How well did the extra-curricular opportunities offered to you in the BBA program improve your skills in business?
Extra-curricular opportunities are those activities that are not a part of the curriculum; they are activities that are outside of but usually complementing the regular curriculum such as student org(s), tutoring, clubs, volunteering, Business Badger Badge, internships/jobs, etc.",,,,
"How would you appraise the BBA program’s efforts to bring
you into contact with practicing professionals, including your school’s alumni
network, in the business community?",,"How would you appraise the BBA program’s efforts to bring
you into contact with practicing professionals, including your school’s alumni
network, in the business community?",,,,
How would you appraise the effectiveness of the BBA program’s academic advising?,,How would you appraise the effectiveness of the BBA program’s academic advising?,,,,
How would you appraise the effectiveness of the BBA program’s career advising?,,How would you appraise the effectiveness of the BBA program’s career advising?,,,,
How do you hear about BBA events or extra-curricular opportunities? - Email,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Email",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Email,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Email,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - careeradvising@wsb.wisc.edu,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - careeradvising@wsb.wisc.edu
How do you hear about BBA events or extra-curricular opportunities? - Handshake,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Handshake",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Handshake,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Handshake,,
How do you hear about BBA events or extra-curricular opportunities? - MyBiz,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - MyBiz",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - MyBiz,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - MyBiz,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - myBiz Digest,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - myBiz Digest
How do you hear about BBA events or extra-curricular opportunities? - Suitable,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Suitable",,,,
How do you hear about BBA events or extra-curricular opportunities? - Canvas,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Canvas",,,,
How do you hear about BBA events or extra-curricular opportunities? - Fliers around Grainger Hall,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Fliers around Grainger Hall",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Fliers around Grainger,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Fliers around Grainger,,
How do you hear about BBA events or extra-curricular opportunities? - Academic/Career Advisors,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Academic/Career Advisors",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From my academic/career advisor,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From my academic/career advisor,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Advisors / Staff,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Advisors / Staff
How do you hear about BBA events or extra-curricular opportunities? - Job/Supervisor,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Job/Supervisor",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From my supervisor,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From my supervisor,,
How do you hear about BBA events or extra-curricular opportunities? - Faculty/TA,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Faculty/TA",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From Professors (faculty),How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From Professors (faculty),Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Advisors / Staff,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Advisors / Staff
How do you hear about BBA events or extra-curricular opportunities? - Other Students/Friends,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Other Students/Friends",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Word of mouth from other students,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Word of mouth from other students,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Friends,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Friends
How do you hear about BBA events or extra-curricular opportunities? - Student Org(s),,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Student Org(s)",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From my student org(s),How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From my student org(s),Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Campus Groups,Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Campus Groups
How do you hear about BBA events or extra-curricular opportunities? - Undergraduate Business Council (UBC),,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Undergraduate Business Council (UBC)",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From UBC (Undergraduate Business Council),How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - From UBC (Undergraduate Business Council),,
How do you hear about BBA events or extra-curricular opportunities? - Social Media,,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Social Media",,,,
"How do you hear about BBA events or extra-curricular opportunities? - Other, please specify:",,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Selected Choice - Other, please specify:",How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Other,How do you hear about BBA events and opportunities? (Check all that apply.) - Selected Choice - Other,"Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Other, please explain:","Where did you find information about the BBA Program? Check all that apply. - Selected Choice - Other, please explain:"
"How do you hear about BBA events or extra-curricular opportunities? - Other, please specify: - Text",,"How do
you hear about BBA events or extra-curricular opportunities? (check all that apply) - Other, please specify: - Text",How do you hear about BBA events and opportunities? (Check all that apply.) - Other - Text,How do you hear about BBA events and opportunities? (Check all that apply.) - Other - Text,"Where did you find information about the BBA Program? Check all that apply. - Other, please explain: - Text","Where did you find information about the BBA Program? Check all that apply. - Other, please explain: - Text"
"Do
you identify as a first-generation student?",,"Do
you identify as a first-generation student?",Do you identify as a first-generation student? (optional),Do you identify as a first-generation student? (optional),Do you identify as a first-generation student? (optional),Do you identify as a first-generation student (optional)?
Please identify your sexual orientation:,,"Please
identify your sexual orientation: - Selected Choice",Please identify your sexual orientation: (optional) - Selected Choice,Please identify your sexual orientation: (optional) - Selected Choice,Please identify your sexual orientation: (optional) - Selected Choice,Please identify your sexual orientation (optional): - Selected Choice
"Please
identify your sexual orientation: - Self-identify:  - Text",,"Please
identify your sexual orientation: - Self-identify:  - Text",Please identify your sexual orientation: (optional) - Self-identify: - Text,Please identify your sexual orientation: (optional) - Self-identify: - Text,Please identify your sexual orientation: (optional) - Self-identify: - Text,Please identify your sexual orientation (optional): - Self-identify: - Text
Please identify your gender identity:,,"Please
identify your gender identity: - Selected Choice",Please identify your gender identity: (optional) - Selected Choice,Please identify your gender identity: (optional) - Selected Choice,Please identify your gender identity: (optional) - Selected Choice,Please identify your gender identity (optional): - Selected Choice
"Please
identify your gender identity: - Self-identify: - Text",,"Please
identify your gender identity: - Self-identify: - Text",Please identify your gender identity: (optional) - Self-identify: - Text,Please identify your gender identity: (optional) - Self-identify: - Text,Please identify your gender identity: (optional) - Self-identify: - Text,Please identify your gender identity (optional): - Self-identify: - Text
Choose one or more races you consider yourself to be. - Spanish/Hispanic/Latino,,"Are you of Spanish, Hispanic, or Latino origin?",Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Hispanic/Latino,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Hispanic/Latino,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Hispanic/Latino,Please identify your race/ethnicity. Check all that apply (optional): - Selected Choice - Hispanic/Latino
Choose one or more races you consider yourself to be. - Black or African American,,"Choose one or more races you consider yourself to
be. - Selected Choice - Black or African American",Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - African American or Black,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - African American or Black,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - African American or Black,Please identify your race/ethnicity. Check all that apply (optional): - Selected Choice - African American/Black
Choose one or more races you consider yourself to be. - Asian,,"Choose one or more races you consider yourself to
be. - Selected Choice - Asian",Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Asian,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Asian,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Asian,Please identify your race/ethnicity. Check all that apply (optional): - Selected Choice - Asian
Choose one or more races you consider yourself to be. - American Indian or Native Alaskan,,"Choose one or more races you consider yourself to
be. - Selected Choice - American Indian or Native Alaskan",Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - American Indian or Alaska Native,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - American Indian or Alaska Native,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - American Indian or Alaska Native,Please identify your race/ethnicity. Check all that apply (optional): - Selected Choice - American Indian/Alaska Native
Choose one or more races you consider yourself to be. - Native Hawaiian or Other Pacific Islander,,"Choose one or more races you consider yourself to
be. - Selected Choice - Native Hawaiian or Other Pacific Islander",Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Native Hawaiian or Pacific Islander,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Native Hawaiian or Pacific Islander,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Native Hawaiian or Pacific Islander,Please identify your race/ethnicity. Check all that apply (optional): - Selected Choice - Native Hawaiian/Pacific Islander
Choose one or more races you consider yourself to be. - White,,"Choose one or more races you consider yourself to
be. - Selected Choice - White",Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - White,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - White,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - White,Please identify your race/ethnicity. Check all that apply (optional): - Selected Choice - White
Choose one or more races you consider yourself to be. - Other:,,"Choose one or more races you consider yourself to
be. - Selected Choice - Other:",Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Self-identify:,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Self-identify:,Please identify your race/ethnicity. Check all that apply: (optional) - Selected Choice - Self-identify:,Please identify your race/ethnicity. Check all that apply (optional): - Selected Choice - Self-identify:
Choose one or more races you consider yourself to be. - Prefer not to answer,,"Choose one or more races you consider yourself to
be. - Selected Choice - Prefer not to answer",,,,
Choose one or more races you consider yourself to be. - Other: - Text,,"Choose one or more races you consider yourself to
be. - Other: - Text",Please identify your race/ethnicity. Check all that apply: (optional) - Self-identify: - Text,Please identify your race/ethnicity. Check all that apply: (optional) - Self-identify: - Text,Please identify your race/ethnicity. Check all that apply (optional): - Self-identify: - Text,Please identify your race/ethnicity. Check all that apply (optional): - Self-identify: - Text
CAMPUS_ID,,CAMPUS_ID,Please enter your 10 digit Campus ID Below. This will be used ONLY to gather demographic data from the Student Information System (SIS).,Please enter your 10 digit Campus ID Below. This will be used ONLY to gather demographic data from the Student Information System (SIS).,Campus ID,Campus ID
